timestamp,Temperature,DewPoint,Humidity,Wind_spd,Wind_gust,Visibility,Pressure,Wind_chill_temperature,Heat_index,Precipitation_intensity,Pavement_condition,Fog,Rain,Snow,Icon,Hour,Date,Time
2016-09-26_00,59,46,62,4.6,0,10,30.07,0,0,0,dry,0,0,0,clear,00,2016-09-26,0:00
2016-09-26_01,57.9,46.9,67,5.8,0,10,30.06,0,0,0,dry,0,0,0,clear,01,2016-09-26,1:00
2016-09-26_02,57.9,46.9,67,5.8,0,10,30.04,0,0,0,dry,0,0,0,clear,02,2016-09-26,2:00
2016-09-26_03,57,46.9,69,4.6,0,10,30.03,0,0,0,dry,0,0,0,clear,03,2016-09-26,3:00
2016-09-26_04,55.9,46.9,72,3.5,0,10,30.02,0,0,0,dry,0,0,0,clear,04,2016-09-26,4:00
2016-09-26_05,55,48,77,5.8,0,10,30.01,0,0,0,dry,0,0,0,clear,05,2016-09-26,5:00
2016-09-26_06,53.1,48.9,86,6.9,0,10,30.01,0,0,0,dry,0,0,0,clear,06,2016-09-26,6:00
2016-09-26_07,55.9,48.9,77,6.9,0,10,30,0,0,0,dry,0,0,0,clear,07,2016-09-26,7:00
2016-09-26_08,61,51.1,70,8.1,0,10,30,0,0,0,dry,0,0,0,clear,08,2016-09-26,8:00
2016-09-26_09,64,53.1,67,6.9,0,10,29.99,0,0,0,dry,0,0,0,mostlycloudy,09,2016-09-26,9:00
2016-09-26_10,71.1,55.9,59,8.1,0,10,29.98,0,0,0,dry,0,0,0,clear,10,2016-09-26,10:00
2016-09-26_11,75.9,60.1,58,10.4,0,10,29.96,0,0,0,dry,0,0,0,partlycloudy,11,2016-09-26,11:00
2016-09-26_12,79,61,54,11.5,19.6,10,29.94,0,0,0,dry,0,0,0,partlycloudy,12,2016-09-26,12:00
2016-09-26_13,73.9,63,68,16.1,27.6,1.2,29.94,0,0,0.08,wet,0,1,0,rain,13,2016-09-26,13:00
2016-09-26_14,73,62.1,68,9.2,20.7,8,29.93,0,0,0,dry,0,0,0,partlycloudy,14,2016-09-26,14:00
2016-09-26_15,70,57.9,65,8.1,0,8,29.94,0,0,0,dry,0,0,0,cloudy,15,2016-09-26,15:00
2016-09-26_16,68,59,73,5.8,0,2.5,29.92,0,0,0.02,wet,0,1,0,rain,16,2016-09-26,16:00
2016-09-26_17,64.9,57.9,78,5.8,0,10,29.94,0,0,0,dry,0,0,0,mostlycloudy,17,2016-09-26,17:00
2016-09-26_18,66,57,73,6.9,17.3,10,29.94,0,0,0,dry,0,0,0,cloudy,18,2016-09-26,18:00
2016-09-26_19,64.9,57,75,6.9,0,10,29.98,0,0,0,dry,0,0,0,cloudy,19,2016-09-26,19:00
2016-09-26_20,63,55.9,78,4.6,0,10,29.99,0,0,0,dry,0,0,0,mostlycloudy,20,2016-09-26,20:00
2016-09-26_21,63,57,81,4.6,0,10,30,0,0,0,dry,0,0,0,mostlycloudy,21,2016-09-26,21:00
2016-09-26_22,60.1,55,83,8.1,0,10,29.99,0,0,0,dry,0,0,0,clear,22,2016-09-26,22:00
2016-09-26_23,57.9,53.1,84,5.8,0,10,30,0,0,0,dry,0,0,0,clear,23,2016-09-26,23:00
2016-09-27_00,55.9,52,87,5.8,0,10,30,0,0,0,dry,0,0,0,clear,00,2016-09-27,0:00
2016-09-27_01,55,51.1,86,6.9,0,8,30.01,0,0,0,dry,0,0,0,clear,01,2016-09-27,1:00
2016-09-27_02,55,51.1,86,9.2,0,8,30,0,0,0,dry,0,0,0,clear,02,2016-09-27,2:00
2016-09-27_03,54,51.1,90,9.2,0,9,29.99,0,0,0,dry,0,0,0,clear,03,2016-09-27,3:00
2016-09-27_04,53.1,50,89,9.2,0,7,29.98,0,0,0,dry,0,0,0,clear,04,2016-09-27,4:00
2016-09-27_05,53.1,48.9,86,8.1,0,9,29.98,0,0,0,dry,0,0,0,clear,05,2016-09-27,5:00
2016-09-27_06,52,48.9,89,9.2,0,10,29.98,0,0,0,dry,0,0,0,clear,06,2016-09-27,6:00
2016-09-27_07,53.1,48.9,86,9.2,0,9,29.98,0,0,0,dry,0,0,0,clear,07,2016-09-27,7:00
2016-09-27_08,55,48.9,80,11.5,0,10,29.99,0,0,0,dry,0,0,0,clear,08,2016-09-27,8:00
2016-09-27_09,59,48.9,69,11.5,0,10,29.98,0,0,0,dry,0,0,0,clear,09,2016-09-27,9:00
2016-09-27_10,63,48.9,60,10.4,0,10,29.96,0,0,0,dry,0,0,0,clear,10,2016-09-27,10:00
2016-09-27_11,66,43,43,11.5,17.3,10,29.96,0,0,0,dry,0,0,0,clear,11,2016-09-27,11:00
2016-09-27_12,68,37,32,10.4,24.2,10,29.94,0,0,0,dry,0,0,0,clear,12,2016-09-27,12:00
2016-09-27_13,70,36,29,18.4,0,10,29.91,0,0,0,dry,0,0,0,clear,13,2016-09-27,13:00
2016-09-27_14,71.1,36,28,15,21.9,10,29.89,0,0,0,dry,0,0,0,clear,14,2016-09-27,14:00
2016-09-27_15,71.1,33.1,25,15,0,10,29.88,0,0,0,dry,0,0,0,clear,15,2016-09-27,15:00
2016-09-27_16,71.1,34,26,15,0,10,29.87,0,0,0,dry,0,0,0,clear,16,2016-09-27,16:00
2016-09-27_17,70,35.1,28,13.8,0,10,29.87,0,0,0,dry,0,0,0,clear,17,2016-09-27,17:00
2016-09-27_18,68,36,31,4.6,0,10,29.88,0,0,0,dry,0,0,0,clear,18,2016-09-27,18:00
2016-09-27_19,64.9,37,36,5.8,0,10,29.9,0,0,0,dry,0,0,0,clear,19,2016-09-27,19:00
2016-09-27_20,63,37.9,40,6.9,0,10,29.92,0,0,0,dry,0,0,0,clear,20,2016-09-27,20:00
2016-09-27_21,61,39.9,46,6.9,0,10,29.92,0,0,0,dry,0,0,0,clear,21,2016-09-27,21:00
2016-09-27_22,57.9,41,53,6.9,0,10,29.93,0,0,0,dry,0,0,0,clear,22,2016-09-27,22:00
2016-09-27_23,54,44.1,69,8.1,0,10,29.94,0,0,0,dry,0,0,0,clear,23,2016-09-27,23:00
2016-09-28_00,53.1,46.9,80,8.1,0,7,29.93,0,0,0,dry,0,0,0,clear,00,2016-09-28,0:00
2016-09-28_01,54,46.9,77,8.1,0,7,29.93,0,0,0,dry,0,0,0,clear,01,2016-09-28,1:00
2016-09-28_02,51.1,46.9,86,8.1,0,10,29.94,0,0,0,dry,0,0,0,clear,02,2016-09-28,2:00
2016-09-28_03,53.1,43,69,8.1,0,10,29.94,0,0,0,dry,0,0,0,clear,03,2016-09-28,3:00
2016-09-28_04,50,44.1,80,6.9,0,10,29.94,0,0,0,dry,0,0,0,clear,04,2016-09-28,4:00
2016-09-28_05,50,45,83,5.8,0,8,29.95,0,0,0,dry,0,0,0,clear,05,2016-09-28,5:00
2016-09-28_06,50,45,83,6.9,0,5,29.95,0,0,0,dry,0,0,0,hazy,06,2016-09-28,6:00
2016-09-28_07,51.1,44.1,77,4.6,0,10,29.96,0,0,0,dry,0,0,0,clear,07,2016-09-28,7:00
2016-09-28_08,55.9,44.1,64,5.8,0,10,29.95,0,0,0,dry,0,0,0,clear,08,2016-09-28,8:00
2016-09-28_09,60.1,45,57,6.9,0,10,29.96,0,0,0,dry,0,0,0,clear,09,2016-09-28,9:00
2016-09-28_10,64.9,48,54,9.2,0,10,29.96,0,0,0,dry,0,0,0,clear,10,2016-09-28,10:00
2016-09-28_11,68,53.1,59,11.5,0,10,29.96,0,0,0,dry,0,0,0,partlycloudy,11,2016-09-28,11:00
2016-09-28_12,71.1,55,57,12.7,18.4,10,29.95,0,0,0,dry,0,0,0,mostlycloudy,12,2016-09-28,12:00
2016-09-28_13,73,51.1,46,10.4,20.7,10,29.94,0,0,0,dry,0,0,0,partlycloudy,13,2016-09-28,13:00
2016-09-28_14,73.9,51.1,45,9.2,0,10,29.92,0,0,0,dry,0,0,0,partlycloudy,14,2016-09-28,14:00
2016-09-28_15,73,51.1,46,9.2,0,10,29.91,0,0,0,dry,0,0,0,mostlycloudy,15,2016-09-28,15:00
2016-09-28_16,73.9,52,46,13.8,21.9,10,29.92,0,0,0,dry,0,0,0,partlycloudy,16,2016-09-28,16:00
2016-09-28_17,70,53.1,55,15,24.2,10,29.94,0,0,0,dry,0,0,0,clear,17,2016-09-28,17:00
2016-09-28_18,66.9,54,63,11.5,28.8,10,29.96,0,0,0,dry,0,0,0,partlycloudy,18,2016-09-28,18:00
2016-09-28_19,64,54,70,9.2,0,10,29.97,0,0,0,dry,0,0,0,partlycloudy,19,2016-09-28,19:00
2016-09-28_20,63,54,72,9.2,0,10,29.98,0,0,0,dry,0,0,0,mostlycloudy,20,2016-09-28,20:00
2016-09-28_21,63,54,72,10.4,0,10,29.97,0,0,0,dry,0,0,0,partlycloudy,21,2016-09-28,21:00
2016-09-28_22,63,55,75,5.8,0,10,29.98,0,0,0,dry,0,0,0,mostlycloudy,22,2016-09-28,22:00
2016-09-28_23,63,55,75,6.9,0,10,29.98,0,0,0,dry,0,0,0,partlycloudy,23,2016-09-28,23:00
2016-09-29_00,64,57,78,5.8,0,10,29.99,0,0,0,dry,0,0,0,cloudy,00,2016-09-29,0:00
2016-09-29_01,63,57.9,84,4.6,0,10,29.99,0,0,0.01,dry,0,0,0,cloudy,01,2016-09-29,1:00
2016-09-29_02,63,59,87,4.6,0,1.8,30,0,0,0.09,wet,0,1,0,rain,02,2016-09-29,2:00
2016-09-29_03,62.1,59,90,3.5,0,2.5,30,0,0,0.03,wet,0,1,0,rain,03,2016-09-29,3:00
2016-09-29_04,62.1,60.1,93,4.6,0,3,30.02,0,0,0.03,wet,0,1,0,rain,04,2016-09-29,4:00
2016-09-29_05,59,55.9,90,4.6,0,7,30.04,0,0,0,dry,0,0,0,cloudy,05,2016-09-29,5:00
2016-09-29_06,59,55.9,90,0,0,2.5,30.06,0,0,0,dry,0,0,0,cloudy,06,2016-09-29,6:00
2016-09-29_07,60.1,55.9,86,4.6,0,10,30.08,0,0,0,dry,0,0,0,cloudy,07,2016-09-29,7:00
2016-09-29_08,60.1,55.9,86,6.9,0,10,30.09,0,0,0,dry,0,0,0,cloudy,08,2016-09-29,8:00
2016-09-29_09,60.1,55.9,86,6.9,0,10,30.09,0,0,0,dry,0,0,0,cloudy,09,2016-09-29,9:00
2016-09-29_10,60.1,55,83,9.2,0,4,30.1,0,0,0.01,wet,0,1,0,rain,10,2016-09-29,10:00
2016-09-29_11,61,55.9,83,6.9,0,10,30.1,0,0,0.005,wet,0,1,0,rain,11,2016-09-29,11:00
2016-09-29_12,61,55.9,83,4.6,0,1.8,30.1,0,0,0.05,wet,0,1,0,rain,12,2016-09-29,12:00
2016-09-29_13,66.9,57,70,16.1,23,10,30.09,0,0,0,dry,0,0,0,cloudy,13,2016-09-29,13:00
2016-09-29_14,66.9,57,70,12.7,24.2,10,30.09,0,0,0,dry,0,0,0,cloudy,14,2016-09-29,14:00
2016-09-29_15,68,57,68,10.4,19.6,10,30.08,0,0,0,dry,0,0,0,cloudy,15,2016-09-29,15:00
2016-09-29_16,68,55.9,65,16.1,29.9,10,30.08,0,0,0,dry,0,0,0,cloudy,16,2016-09-29,16:00
2016-09-29_17,66,57,73,12.7,0,10,30.1,0,0,0,dry,0,0,0,cloudy,17,2016-09-29,17:00
2016-09-29_18,63,57,81,9.2,17.3,10,30.09,0,0,0.03,dry,0,0,0,mostlycloudy,18,2016-09-29,18:00
2016-09-29_19,63,57,81,9.2,17.3,10,30.11,0,0,0,dry,0,0,0,mostlycloudy,19,2016-09-29,19:00
2016-09-29_20,61,55.9,83,10.4,0,2.5,30.13,0,0,0.07,wet,0,1,0,rain,20,2016-09-29,20:00
2016-09-29_21,60.1,57,90,5.8,0,4,30.14,0,0,0.14,wet,0,1,0,rain,21,2016-09-29,21:00
2016-09-29_22,59,55.9,90,6.9,0,6,30.14,0,0,0.01,wet,0,1,0,rain,22,2016-09-29,22:00
2016-09-29_23,59,55,87,0,0,4,30.18,0,0,0.02,wet,0,1,0,rain,23,2016-09-29,23:00
2016-09-30_00,57.9,55,90,0,0,3,30.17,0,0,0.01,wet,0,1,0,rain,00,2016-09-30,0:00
2016-09-30_01,57.9,55,90,3.5,0,2,30.17,0,0,0.05,wet,0,1,0,rain,01,2016-09-30,1:00
2016-09-30_02,57.9,55,90,3.5,0,2.5,30.16,0,0,0,dry,0,0,0,cloudy,02,2016-09-30,2:00
2016-09-30_03,57,55,93,5.8,0,5,30.15,0,0,0,dry,0,0,0,cloudy,03,2016-09-30,3:00
2016-09-30_04,57,54,89,5.8,0,9,30.16,0,0,0,dry,0,0,0,cloudy,04,2016-09-30,4:00
2016-09-30_05,57,54,89,5.8,0,10,30.16,0,0,0,dry,0,0,0,cloudy,05,2016-09-30,5:00
2016-09-30_06,57,53.1,87,5.8,0,8,30.16,0,0,0,dry,0,0,0,cloudy,06,2016-09-30,6:00
2016-09-30_07,57,53.1,87,4.6,0,10,30.15,0,0,0,dry,0,0,0,cloudy,07,2016-09-30,7:00
2016-09-30_08,57,53.1,87,4.6,0,3,30.16,0,0,0,dry,0,0,0,cloudy,08,2016-09-30,8:00
2016-09-30_09,59,53.1,81,8.1,0,10,30.16,0,0,0,dry,0,0,0,cloudy,09,2016-09-30,9:00
2016-09-30_10,61,53.1,75,12.7,20.7,10,30.14,0,0,0,dry,0,0,0,mostlycloudy,10,2016-09-30,10:00
2016-09-30_11,63,54,72,15,23,10,30.14,0,0,0,dry,0,0,0,cloudy,11,2016-09-30,11:00
2016-09-30_12,64.9,55,70,13.8,23,10,30.12,0,0,0,dry,0,0,0,cloudy,12,2016-09-30,12:00
2016-09-30_13,64,54,70,5.8,0,10,30.12,0,0,0,dry,0,0,0,cloudy,13,2016-09-30,13:00
2016-09-30_14,63,54,72,8.1,0,10,30.1,0,0,0,dry,0,0,0,cloudy,14,2016-09-30,14:00
2016-09-30_15,63,54,72,13.8,0,10,30.1,0,0,0,dry,0,0,0,cloudy,15,2016-09-30,15:00
2016-09-30_16,61,55,81,9.2,0,2.5,30.1,0,0,0.04,wet,0,1,0,rain,16,2016-09-30,16:00
2016-09-30_17,59,55,87,12.7,0,0.5,30.09,0,0,0.23,wet,1,1,0,rain,17,2016-09-30,17:00
2016-09-30_18,59,55,87,9.2,0,8,30.09,0,0,0.005,wet,0,1,0,rain,18,2016-09-30,18:00
2016-09-30_19,57.9,54,87,8.1,0,10,30.11,0,0,0.01,dry,0,0,0,cloudy,19,2016-09-30,19:00
2016-09-30_20,57,53.1,87,9.2,0,10,30.11,0,0,0,dry,0,0,0,cloudy,20,2016-09-30,20:00
2016-09-30_21,57,53.1,87,9.2,0,10,30.1,0,0,0,dry,0,0,0,partlycloudy,21,2016-09-30,21:00
2016-09-30_22,57,53.1,87,8.1,0,10,30.09,0,0,0,dry,0,0,0,cloudy,22,2016-09-30,22:00
2016-09-30_23,57,54,89,8.1,0,10,30.11,0,0,0.08,dry,0,0,0,mostlycloudy,23,2016-09-30,23:00
2016-10-01_00,57,54,89,5.8,0,10,30.1,0,0,0,dry,0,0,0,cloudy,00,2016-10-01,0:00
2016-10-01_01,55.9,53.1,90,6.9,0,10,30.1,0,0,0,dry,0,0,0,partlycloudy,01,2016-10-01,1:00
2016-10-01_02,55.9,53.1,90,4.6,0,10,30.09,0,0,0,dry,0,0,0,mostlycloudy,02,2016-10-01,2:00
2016-10-01_03,57,53.1,87,0,0,2.5,30.09,0,0,0.05,wet,0,1,0,rain,03,2016-10-01,3:00
2016-10-01_04,57,54,89,4.6,0,2.5,30.09,0,0,0.03,wet,0,1,0,rain,04,2016-10-01,4:00
2016-10-01_05,57,54,89,5.8,0,10,30.1,0,0,0,dry,0,0,0,partlycloudy,05,2016-10-01,5:00
2016-10-01_06,57,54,89,6.9,0,10,30.1,0,0,0,dry,0,0,0,cloudy,06,2016-10-01,6:00
2016-10-01_07,57,53.1,87,5.8,0,10,30.1,0,0,0,dry,0,0,0,partlycloudy,07,2016-10-01,7:00
2016-10-01_08,59,55,87,3.5,0,10,30.11,0,0,0,dry,0,0,0,clear,08,2016-10-01,8:00
2016-10-01_09,62.1,55.9,80,6.9,0,10,30.1,0,0,0,dry,0,0,0,clear,09,2016-10-01,9:00
2016-10-01_10,64.9,57,75,5.8,0,10,30.1,0,0,0,dry,0,0,0,clear,10,2016-10-01,10:00
2016-10-01_11,66,57,73,4.6,0,10,30.09,0,0,0,dry,0,0,0,mostlycloudy,11,2016-10-01,11:00
2016-10-01_12,66.9,57,70,4.6,0,10,30.09,0,0,0,dry,0,0,0,partlycloudy,12,2016-10-01,12:00
2016-10-01_13,69.1,57.9,68,0,0,10,30.05,0,0,0,dry,0,0,0,cloudy,13,2016-10-01,13:00
2016-10-01_14,71.1,57,61,0,0,10,30.04,0,0,0,dry,0,0,0,mostlycloudy,14,2016-10-01,14:00
2016-10-01_15,70,55.9,61,10.4,0,10,30.03,0,0,0,dry,0,0,0,cloudy,15,2016-10-01,15:00
2016-10-01_16,69.1,57.9,68,3.5,0,10,30.03,0,0,0,dry,0,0,0,cloudy,16,2016-10-01,16:00
2016-10-01_17,64.9,59,81,11.5,0,10,30.04,0,0,0,dry,0,0,0,cloudy,17,2016-10-01,17:00
2016-10-01_18,64,57.9,80,3.5,0,10,30.03,0,0,0,dry,0,0,0,partlycloudy,18,2016-10-01,18:00
2016-10-01_19,63,57,81,3.5,0,10,30.04,0,0,0,dry,0,0,0,clear,19,2016-10-01,19:00
2016-10-01_20,62.1,57,84,3.5,0,9,30.06,0,0,0,dry,0,0,0,clear,20,2016-10-01,20:00
2016-10-01_21,62.1,57.9,86,0,0,2,30.05,0,0,0,dry,0,0,0,clear,21,2016-10-01,21:00
2016-10-01_22,62.1,57.9,86,3.5,0,3,30.06,0,0,0,dry,0,0,0,cloudy,22,2016-10-01,22:00
2016-10-01_23,61,57.9,90,3.5,0,2.5,30.05,0,0,0,dry,0,0,0,cloudy,23,2016-10-01,23:00
2016-10-02_00,60.1,57.9,93,0,0,4,30.06,0,0,0,dry,0,0,0,cloudy,00,2016-10-02,0:00
2016-10-02_01,60.1,57.9,93,4.6,0,0.2,30.06,0,0,0,dry,1,0,0,fog,01,2016-10-02,1:00
2016-10-02_02,60.1,57.9,93,6.9,0,2.5,30.06,0,0,0,dry,0,0,0,cloudy,02,2016-10-02,2:00
2016-10-02_03,59,57,93,4.6,0,3,30.05,0,0,0,dry,0,0,0,cloudy,03,2016-10-02,3:00
2016-10-02_04,59,55.9,90,5.8,0,4,30.04,0,0,0.01,dry,0,0,0,cloudy,04,2016-10-02,4:00
2016-10-02_05,59,55.9,90,5.8,0,3,30.04,0,0,0,dry,0,0,0,cloudy,05,2016-10-02,5:00
2016-10-02_06,59,55,87,5.8,0,8,30.05,0,0,0,dry,0,0,0,cloudy,06,2016-10-02,6:00
2016-10-02_07,57.9,55,90,4.6,0,6,30.05,0,0,0,dry,0,0,0,cloudy,07,2016-10-02,7:00
2016-10-02_08,59,55,87,6.9,0,8,30.06,0,0,0,dry,0,0,0,cloudy,08,2016-10-02,8:00
2016-10-02_09,60.1,55,83,9.2,0,7,30.06,0,0,0,dry,0,0,0,cloudy,09,2016-10-02,9:00
2016-10-02_10,60.1,55.9,86,8.1,0,8,30.06,0,0,0,dry,0,0,0,cloudy,10,2016-10-02,10:00
2016-10-02_11,62.1,55,78,10.4,0,10,30.06,0,0,0,dry,0,0,0,cloudy,11,2016-10-02,11:00
2016-10-02_12,62.1,55,78,10.4,0,10,30.07,0,0,0,dry,0,0,0,cloudy,12,2016-10-02,12:00
2016-10-02_13,66.9,52,59,5.8,0,10,30.04,0,0,0,dry,0,0,0,cloudy,13,2016-10-02,13:00
2016-10-02_14,66.9,53.1,61,9.2,0,10,30.04,0,0,0,dry,0,0,0,cloudy,14,2016-10-02,14:00
2016-10-02_15,66.9,52,59,11.5,0,10,30.03,0,0,0,dry,0,0,0,mostlycloudy,15,2016-10-02,15:00
2016-10-02_16,66.9,53.1,61,9.2,0,10,30.02,0,0,0,dry,0,0,0,cloudy,16,2016-10-02,16:00
2016-10-02_17,64.9,54,68,9.2,0,10,30.02,0,0,0,dry,0,0,0,cloudy,17,2016-10-02,17:00
2016-10-02_18,61,55.9,83,5.8,18.4,7,30.03,0,0,0.01,dry,0,0,0,cloudy,18,2016-10-02,18:00
2016-10-02_19,61,57,87,0,0,7,30.04,0,0,0,dry,0,0,0,cloudy,19,2016-10-02,19:00
2016-10-02_20,60.1,57,90,0,0,5,30.05,0,0,0,dry,0,0,0,cloudy,20,2016-10-02,20:00
2016-10-02_21,60.1,55,83,4.6,0,10,30.05,0,0,0,dry,0,0,0,cloudy,21,2016-10-02,21:00
2016-10-02_22,59,55,87,6.9,0,4,30.06,0,0,0.07,wet,0,1,0,rain,22,2016-10-02,22:00
2016-10-02_23,57.9,55,90,3.5,0,6,30.07,0,0,0.02,dry,0,0,0,cloudy,23,2016-10-02,23:00
2016-10-03_00,57.9,55,90,3.5,0,7,30.06,0,0,0,dry,0,0,0,cloudy,00,2016-10-03,0:00
2016-10-03_01,57.9,54,87,0,0,6,30.06,0,0,0,dry,0,0,0,partlycloudy,01,2016-10-03,1:00
2016-10-03_02,55.9,54,93,0,0,5,30.06,0,0,0,dry,0,0,0,clear,02,2016-10-03,2:00
2016-10-03_03,57,54,89,3.5,0,5,30.06,0,0,0,dry,0,0,0,cloudy,03,2016-10-03,3:00
2016-10-03_04,55.9,53.1,90,3.5,0,2.5,30.06,0,0,0,dry,0,0,0,clear,04,2016-10-03,4:00
2016-10-03_05,55.9,53.1,90,3.5,0,3,30.05,0,0,0,dry,0,0,0,clear,05,2016-10-03,5:00
2016-10-03_06,55,53.1,93,0,0,0.2,30.05,0,0,0,dry,1,0,0,fog,06,2016-10-03,6:00
2016-10-03_07,55,53.1,93,0,0,0.2,30.09,0,0,0,dry,1,0,0,fog,07,2016-10-03,7:00
2016-10-03_08,55.9,54,93,0,0,0.2,30.09,0,0,0,dry,1,0,0,fog,08,2016-10-03,8:00
2016-10-03_09,55.9,53.1,90,0,0,1,30.1,0,0,0,dry,0,0,0,cloudy,09,2016-10-03,9:00
2016-10-03_10,57.9,54,87,0,0,3,30.11,0,0,0,dry,0,0,0,mostlycloudy,10,2016-10-03,10:00
2016-10-03_11,62.1,55.9,80,4.6,0,5,30.11,0,0,0,dry,0,0,0,hazy,11,2016-10-03,11:00
2016-10-03_12,64,54,70,3.5,0,9,30.11,0,0,0,dry,0,0,0,partlycloudy,12,2016-10-03,12:00
2016-10-03_13,66.9,52,59,3.5,0,10,30.09,0,0,0,dry,0,0,0,mostlycloudy,13,2016-10-03,13:00
2016-10-03_14,66,51.1,59,4.6,0,10,30.09,0,0,0,dry,0,0,0,cloudy,14,2016-10-03,14:00
2016-10-03_15,66.9,53.1,61,5.8,0,10,30.08,0,0,0,dry,0,0,0,mostlycloudy,15,2016-10-03,15:00
2016-10-03_16,66.9,53.1,61,6.9,0,10,30.08,0,0,0,dry,0,0,0,mostlycloudy,16,2016-10-03,16:00
2016-10-03_17,66,52,60,3.5,0,10,30.09,0,0,0,dry,0,0,0,partlycloudy,17,2016-10-03,17:00
2016-10-03_18,64,52,65,3.5,0,10,30.1,0,0,0,dry,0,0,0,clear,18,2016-10-03,18:00
2016-10-03_19,62.1,52,70,3.5,0,10,30.12,0,0,0,dry,0,0,0,clear,19,2016-10-03,19:00
2016-10-03_20,61,52,72,3.5,0,10,30.13,0,0,0,dry,0,0,0,clear,20,2016-10-03,20:00
2016-10-03_21,60.1,53.1,78,0,0,9,30.14,0,0,0,dry,0,0,0,clear,21,2016-10-03,21:00
2016-10-03_22,59,52,78,0,0,9,30.15,0,0,0,dry,0,0,0,clear,22,2016-10-03,22:00
2016-10-03_23,59,53.1,81,0,0,6,30.16,0,0,0,dry,0,0,0,hazy,23,2016-10-03,23:00
2016-10-04_00,57,53.1,87,3.5,0,6,30.16,0,0,0,dry,0,0,0,clear,00,2016-10-04,0:00
2016-10-04_01,55.9,53.1,90,3.5,0,3,30.16,0,0,0,dry,0,0,0,clear,01,2016-10-04,1:00
2016-10-04_02,55.9,53.1,90,3.5,0,3,30.17,0,0,0,dry,0,0,0,clear,02,2016-10-04,2:00
2016-10-04_03,55.9,53.1,90,3.5,0,2,30.16,0,0,0,dry,0,0,0,clear,03,2016-10-04,3:00
2016-10-04_04,54,51.1,90,3.5,0,3,30.18,0,0,0,dry,0,0,0,clear,04,2016-10-04,4:00
2016-10-04_05,53.1,51.1,93,0,0,2.5,30.19,0,0,0,dry,0,0,0,clear,05,2016-10-04,5:00
2016-10-04_06,52,50,93,0,0,0.2,30.19,0,0,0,dry,1,0,0,fog,06,2016-10-04,6:00
2016-10-04_07,51.1,50,96,3.5,0,0.5,30.2,0,0,0,dry,1,0,0,fog,07,2016-10-04,7:00
2016-10-04_08,52,50,93,3.5,0,0.2,30.22,0,0,0,dry,1,0,0,fog,08,2016-10-04,8:00
2016-10-04_09,54,51.1,90,5.8,0,6,30.23,0,0,0,dry,0,0,0,hazy,09,2016-10-04,9:00
2016-10-04_10,61,54,78,5.8,0,10,30.25,0,0,0,dry,0,0,0,clear,10,2016-10-04,10:00
2016-10-04_11,64.9,54,68,5.8,0,10,30.24,0,0,0,dry,0,0,0,clear,11,2016-10-04,11:00
2016-10-04_12,68,54,61,6.9,0,10,30.23,0,0,0,dry,0,0,0,clear,12,2016-10-04,12:00
2016-10-04_13,71.1,54,55,6.9,0,10,30.21,0,0,0,dry,0,0,0,partlycloudy,13,2016-10-04,13:00
2016-10-04_14,71.1,52,51,8.1,0,10,30.19,0,0,0,dry,0,0,0,partlycloudy,14,2016-10-04,14:00
2016-10-04_15,71.1,51.1,49,8.1,0,10,30.19,0,0,0,dry,0,0,0,clear,15,2016-10-04,15:00
2016-10-04_16,73,51.1,46,6.9,0,10,30.19,0,0,0,dry,0,0,0,mostlycloudy,16,2016-10-04,16:00
2016-10-04_17,71.1,51.1,49,6.9,0,10,30.19,0,0,0,dry,0,0,0,partlycloudy,17,2016-10-04,17:00
2016-10-04_18,68,48.9,50,8.1,0,10,30.19,0,0,0,dry,0,0,0,clear,18,2016-10-04,18:00
2016-10-04_19,64,48.9,58,5.8,0,10,30.2,0,0,0,dry,0,0,0,clear,19,2016-10-04,19:00
2016-10-04_20,63,48.9,60,4.6,0,10,30.21,0,0,0,dry,0,0,0,clear,20,2016-10-04,20:00
2016-10-04_21,61,50,67,6.9,0,10,30.22,0,0,0,dry,0,0,0,clear,21,2016-10-04,21:00
2016-10-04_22,59,51.1,75,5.8,0,10,30.22,0,0,0,dry,0,0,0,clear,,,22:00
2016-10-04_23,60.1,51.1,72,5.8,0,10,30.22,0,0,0,dry,0,0,0,clear,,,23:00
2016-10-05_00,59,51.1,75,5.8,0,10,30.23,0,0,0,dry,0,0,0,clear,,,0:00
2016-10-05_01,57,51.1,81,3.5,0,10,30.23,0,0,0,dry,0,0,0,clear,,,1:00
2016-10-05_02,57,51.1,81,3.5,0,10,30.24,0,0,0,dry,0,0,0,clear,,,2:00
2016-10-05_03,57,51.1,81,3.5,0,10,30.23,0,0,0,dry,0,0,0,clear,,,3:00
2016-10-05_04,55,51.1,86,3.5,0,7,30.24,0,0,0,dry,0,0,0,clear,04,2016-10-05,4:00
2016-10-05_06,55,50,83,0,0,8,30.27,0,0,0,dry,0,0,0,clear,,,5:00
2016-10-05_06,55,50,83,0,0,8,30.27,0,0,0,dry,0,0,0,clear,06,2016-10-05,6:00
2016-10-05_07,54,51.1,90,3.5,0,7,30.29,0,0,0,dry,0,0,0,clear,07,2016-10-05,7:00
2016-10-05_08,57,51.1,81,3.5,0,1,30.29,0,0,0,dry,0,0,0,hazy,08,2016-10-05,8:00
2016-10-05_09,61,51.1,70,5.8,0,10,30.3,0,0,0,dry,0,0,0,clear,09,2016-10-05,9:00
