,stop_id,geometry,index_right,Name
4218,E70235,POINT (1364125.789672459 417556.6949153319),28,East Liberty
4278,E17373,POINT (1364119.66496647 419943.7364237572),28,East Liberty
4279,E70428,POINT (1364877.248100791 419705.3688053333),28,East Liberty
4469,E70288,POINT (1362577.107329493 417988.0432430993),28,East Liberty
4475,E70335,POINT (1362921.250024829 418116.5759867386),28,East Liberty
4546,E70234,POINT (1363918.88531969 417553.0400750788),28,East Liberty
4547,E70812,POINT (1364139.517646656 420060.5883298871),28,East Liberty
4575,E05515,POINT (1362516.888197601 418051.8429411526),28,East Liberty
4590,E17367,POINT (1363213.868161888 420277.2467588661),28,East Liberty
4605,E17375,POINT (1364053.577461002 420051.7705671941),28,East Liberty
4708,E17368,POINT (1363380.50748585 420353.3116194748),28,East Liberty
1334,E70034,POINT (1386682.431462049 438759.4319193574),45,Oakmont
1381,E19720,POINT (1346353.299434613 410122.037142257),4,CONSOL Energy Center
1396,E19780,POINT (1345943.930004905 410152.8119371478),4,CONSOL Energy Center
1402,E01810,POINT (1344861.620336502 410635.7753398728),4,CONSOL Energy Center
1469,E19220,POINT (1344092.48207618 410325.5098576096),4,CONSOL Energy Center
1481,P70019,POINT (1343924.34573119 411039.3020700712),4,CONSOL Energy Center
1487,E19470,POINT (1344676.402932516 410282.619645267),4,CONSOL Energy Center
1503,E01540,POINT (1346478.988091596 410500.3986379539),4,CONSOL Energy Center
1543,E01700,POINT (1346085.865516503 410534.7685606983),4,CONSOL Energy Center
1546,E19510,POINT (1345409.219411009 410203.8989227907),4,CONSOL Energy Center
1719,P00660,POINT (1344340.121161417 410680.3555410698),4,CONSOL Energy Center
1734,E01330,POINT (1345589.694935084 410568.1125576521),4,CONSOL Energy Center
2197,E13825,POINT (1344804.156470483 411202.0792528903),4,CONSOL Energy Center
2209,E13360,POINT (1346181.239259661 411343.1785472698),4,CONSOL Energy Center
2276,E13210,POINT (1345340.421236605 411235.1192618305),4,CONSOL Energy Center
2277,E13860,POINT (1345942.256372112 411218.7711025752),4,CONSOL Energy Center
2284,E13350,POINT (1346213.756112506 411417.7891786703),4,CONSOL Energy Center
2384,E13890,POINT (1345262.358969307 411176.2414843109),4,CONSOL Energy Center
2820,P01450,POINT (1344105.93539223 411194.6662286276),4,CONSOL Energy Center
3623,E53440,POINT (1346053.271589909 410138.3808242104),4,CONSOL Energy Center
3630,E15800,POINT (1346158.817496094 411502.2673768753),4,CONSOL Energy Center
3632,E15790,POINT (1346156.763753451 411399.1896501007),4,CONSOL Energy Center
3696,E15880,POINT (1345739.41932553 412191.0715517915),4,CONSOL Energy Center
3882,E53470,POINT (1346022.14064326 409821.7631835272),4,CONSOL Energy Center
3933,E15890,POINT (1345838.940372099 412020.1891371099),4,CONSOL Energy Center
3940,E15860,POINT (1345903.080763679 411980.3001917136),4,CONSOL Energy Center
3956,E13725,POINT (1346501.628870026 411570.8437181588),4,CONSOL Energy Center
4061,E15840,POINT (1345804.277591177 412190.5210972293),4,CONSOL Energy Center
4569,E70022,POINT (1345983.280007281 411288.4285186998),4,CONSOL Energy Center
5275,E53430,POINT (1346067.779989114 410458.3348904899),4,CONSOL Energy Center
1412,E19280,POINT (1357417.098044809 412380.7311939979),53,CMU
1413,E19910,POINT (1358320.898616133 412372.4830179189),53,CMU
1519,E19610,POINT (1358039.983982697 412428.6560332644),53,CMU
1666,E06410,POINT (1359487.086313695 412144.5828014918),53,CMU
1857,E19890,POINT (1359702.421121597 411666.2410352717),53,CMU
1858,E19170,POINT (1359408.888685012 412067.4437861608),53,CMU
1865,E19860,POINT (1357384.158073501 412422.0001512909),53,CMU
1898,E19520,POINT (1359602.79153001 411679.2775386808),53,CMU
1955,E19830,POINT (1359307.985357571 412073.9536997087),53,CMU
4302,E06390,POINT (1359443.964967287 412190.8385940886),53,CMU
1465,E28970,POINT (1363185.770639263 416075.5509682332),26,Shadyside
1466,E28860,POINT (1363512.07280624 414947.3159608534),26,Shadyside
1467,E01090,POINT (1363072.893706101 414725.6402670333),26,Shadyside
1534,E29160,POINT (1363161.648877408 415774.4132898948),26,Shadyside
1535,E29020,POINT (1363302.37718166 415452.8159121934),26,Shadyside
1536,E01350,POINT (1362599.180398417 414481.1371700323),26,Shadyside
1537,E01460,POINT (1361971.915814411 414230.5939632207),26,Shadyside
1549,E01930,POINT (1363025.480596041 414642.9942352587),26,Shadyside
1655,E01470,POINT (1361939.846155732 414171.9866939528),26,Shadyside
1688,E01990,POINT (1362571.949819453 414415.4859790767),26,Shadyside
2115,E01260,POINT (1363578.654807596 414960.6173718294),26,Shadyside
2116,E01980,POINT (1363543.269282992 414902.8185669582),26,Shadyside
2127,E28880,POINT (1363545.403262675 415000.7923992237),26,Shadyside
2155,E29170,POINT (1363229.503501423 415737.7581050542),26,Shadyside
2274,E29030,POINT (1363371.525278368 415412.1207750375),26,Shadyside
2369,E29105,POINT (1363235.711787196 416080.1511285918),26,Shadyside
3647,E41865,POINT (1361925.420666426 414309.3612718878),26,Shadyside
3652,E41781,POINT (1361381.240639983 415483.8156186229),26,Shadyside
3653,E41866,POINT (1361808.44335881 414498.8278096301),26,Shadyside
3657,E41970,POINT (1361625.271772182 415017.5353828317),26,Shadyside
3658,E41770,POINT (1361231.109373837 415975.8371224389),26,Shadyside
3659,E41971,POINT (1361583.9096762 415044.794684118),26,Shadyside
4047,E41771,POINT (1361162.012207366 416029.6559673826),26,Shadyside
4210,E18560,POINT (1361702.27838202 416534.8634179915),26,Shadyside
4226,E70232,POINT (1362131.932554868 416901.4206682806),26,Shadyside
4227,E18625,POINT (1361428.379128666 416219.8547796989),26,Shadyside
4228,E18600,POINT (1361233.359849099 416066.8843339286),26,Shadyside
4362,E18627,POINT (1361397.63614928 416124.7742774257),26,Shadyside
4503,E18570,POINT (1361659.744676701 416435.7008945244),26,Shadyside
4545,E18470,POINT (1362092.165087528 416801.4603379326),26,Shadyside
4549,E18610,POINT (1361151.220077439 415964.6931205678),26,Shadyside
5008,E41780,POINT (1361414.905801025 415516.8739802946),26,Shadyside
1771,N32540,POINT (1338467.035991609 449858.7916316622),34,McCandless
1779,N32730,POINT (1339525.332449337 448403.8170995007),34,McCandless
1804,N32690,POINT (1338674.88275485 449790.044890834),34,McCandless
2450,N12010,POINT (1338544.466211357 449756.2216816445),34,McCandless
2496,N12020,POINT (1338436.085524857 449779.4126273808),34,McCandless
2768,N28920,POINT (1339455.146023554 451142.0917696914),34,McCandless
2771,N70104,POINT (1339587.64250792 448546.168028507),34,McCandless
1825,E17460,POINT (1373888.102764886 404639.6941186822),54,Swissvale
1826,E17480,POINT (1373987.873898017 404976.5415692177),54,Swissvale
1827,E17560,POINT (1374134.74884585 405487.8934316849),54,Swissvale
1828,E17540,POINT (1374314.82755116 406186.4763369265),54,Swissvale
1830,E70019,POINT (1373734.588241809 404314.71518369),54,Swissvale
1835,E17720,POINT (1373769.532870021 404136.0401262172),54,Swissvale
1836,E17580,POINT (1374222.901863708 405851.2599177031),54,Swissvale
1950,E56550,POINT (1373790.465361029 403873.1622724725),54,Swissvale
1985,E56560,POINT (1373822.709982775 403847.6026320606),54,Swissvale
2050,E17640,POINT (1373949.622320932 405064.5595662657),54,Swissvale
2053,E17620,POINT (1373865.935882697 404736.4332414453),54,Swissvale
2097,E17680,POINT (1374253.070267297 406281.2570894579),54,Swissvale
2098,E17700,POINT (1374101.413990892 405583.4448261281),54,Swissvale
3791,E70884,POINT (1373559.229165601 404261.0186496951),54,Swissvale
4232,E17770,POINT (1373683.379452901 405179.2294905441),54,Swissvale
4233,E17760,POINT (1373785.986902477 405736.8370069032),54,Swissvale
4234,E17790,POINT (1373427.449207907 405489.702614964),54,Swissvale
4527,E08741,POINT (1373558.711121739 404435.2167051717),54,Swissvale
4801,E17750,POINT (1373476.689769214 404808.8951524302),54,Swissvale
5450,E17780,POINT (1373548.300273699 405914.9529739216),54,Swissvale
6168,E08740,POINT (1373459.177138526 404476.6174047956),54,Swissvale
2218,E18907,POINT (1399583.409534315 407050.9142462491),5,Monroeville Convention Center
4260,E38322,POINT (1400320.374831177 406625.3779541926),5,Monroeville Convention Center
4261,E44740,POINT (1401350.46601697 406436.1504828031),5,Monroeville Convention Center
4409,E38305,POINT (1401020.176158746 407423.2702532244),5,Monroeville Convention Center
4410,E38350,POINT (1400333.019300029 406774.8523909898),5,Monroeville Convention Center
4550,E38560,POINT (1400218.209881315 406180.9905473814),5,Monroeville Convention Center
5432,E44770,POINT (1401350.577869137 406513.3997672646),5,Monroeville Convention Center
5464,E18905,POINT (1399462.837707268 407062.8154725254),5,Monroeville Convention Center
5760,E38340,POINT (1401043.557075478 407362.6050801516),5,Monroeville Convention Center
6465,E44730,POINT (1400770.169553701 406882.4503409227),5,Monroeville Convention Center
3357,S09730,POINT (1348551.800619362 387836.1899818648),38,Brentwood
3358,S08480,POINT (1348579.195934463 388259.6740942936),38,Brentwood
3438,S08600,POINT (1348515.572419849 387294.4949955457),38,Brentwood
3447,S08610,POINT (1348469.545519685 387281.8075627787),38,Brentwood
3561,S09510,POINT (1348520.583376424 386498.1306562844),38,Brentwood
3616,S09280,POINT (1348529.011107416 388314.1430525474),38,Brentwood
3676,S08760,POINT (1348471.885630691 386534.341572821),38,Brentwood
3688,S09100,POINT (1348507.736477076 387846.0465209967),38,Brentwood
3699,S09490,POINT (1348507.86687791 386037.8357930794),38,Brentwood
4965,S08590,POINT (1348549.263920175 386143.2003936902),38,Brentwood
3801,E28660,POINT (1360870.694611016 403276.3025080772),33,Greenfield
3925,E28610,POINT (1361188.716793047 403285.934832763),33,Greenfield
4057,E28590,POINT (1360737.917231919 403301.8140308298),33,Greenfield
4120,E28630,POINT (1361544.646877315 403285.5249817843),33,Greenfield
4244,E07870,POINT (1360489.468186271 403244.9153712972),33,Greenfield
4245,E70376,POINT (1361687.675030887 403968.5402288183),33,Greenfield
4247,E25338,POINT (1359830.211080716 404875.2016311185),33,Greenfield
4248,E25351,POINT (1361648.987519313 404003.3853804107),33,Greenfield
4249,E58140,POINT (1358868.257463818 403582.7925227771),33,Greenfield
4252,E07880,POINT (1359292.469800946 403044.9741919562),33,Greenfield
4253,E25354,POINT (1359879.866169843 404923.5317867064),33,Greenfield
4285,E25335,POINT (1360823.519048262 404837.8695945771),33,Greenfield
4287,E07890,POINT (1360459.319705487 403275.9070901678),33,Greenfield
4314,E25337,POINT (1360170.101681765 404970.2794680394),33,Greenfield
4416,E25366,POINT (1359556.108819458 404985.1189155367),33,Greenfield
4418,E25075,POINT (1360836.893565642 404793.0809818044),33,Greenfield
4419,E70403,POINT (1359386.601650534 403089.6503045699),33,Greenfield
4610,E25362,POINT (1359546.354298159 404951.1060451528),33,Greenfield
4613,E07915,POINT (1359893.746030332 403144.5043902563),33,Greenfield
4779,E25364,POINT (1360449.106184764 404934.58739197),33,Greenfield
5015,E70847,POINT (1359648.337117807 402614.5352424934),33,Greenfield
5250,E70848,POINT (1360459.80503258 403171.6740115759),33,Greenfield
5277,E70849,POINT (1359666.68113346 402691.7001245379),33,Greenfield
5362,E07910,POINT (1359957.688902822 403184.8283952728),33,Greenfield
5364,E25100,POINT (1361157.72391921 404635.3791151874),33,Greenfield
5420,E25358,POINT (1361581.519032511 404384.0366520728),33,Greenfield
5640,E25200,POINT (1361103.027565645 404630.9001324932),33,Greenfield
5661,E25365,POINT (1360149.592488674 404940.5410643026),33,Greenfield
5838,E28620,POINT (1361094.018858899 403319.6138681732),33,Greenfield
5845,E25090,POINT (1360417.823708044 404908.3949751657),33,Greenfield
5875,E25369,POINT (1361589.525544625 404324.8046786616),33,Greenfield
